Replicate,Sample Mean
Replicate_66,1.7454242790172811
Replicate_67,2.0902674979182003
Replicate_68,1.956866740204414
Replicate_69,1.6252976184787178
Replicate_70,1.9914324477180412
Replicate_71,1.758821614632538
Replicate_72,1.5516117048624576
Replicate_73,1.563339580641373
Replicate_74,1.7743719605074983
Replicate_75,1.6393920488598608
Replicate_76,1.7059623163452582
Replicate_77,1.519301321867558
Replicate_78,1.8864910323187225
Replicate_79,1.7155223983777228
Replicate_80,1.7052198407716785
Replicate_81,1.8267136941534867
Replicate_82,1.7824989926014965
Replicate_83,2.1134582815543372
Replicate_84,1.6850342207519284
Replicate_85,1.921537271242878
Replicate_86,1.7553046580048193
Replicate_87,1.9994428616089093
Replicate_88,1.755510008234906
Replicate_89,2.050826333734954
Replicate_90,1.7994901758895876
Replicate_91,1.7431418531317895
Replicate_92,1.5859148324914525
Replicate_93,1.7634957007677594
Replicate_94,1.6212190134387117
Replicate_95,1.7905971553448157
Replicate_96,1.6085376048260756
Replicate_97,1.5755050711346366
Replicate_98,1.8359054823339298
Replicate_99,2.1116740017875784
Replicate_100,1.7408548102328316
Replicate_101,1.5931613720087845
Replicate_102,1.772472982509958
Replicate_103,1.5886556801473801
Replicate_104,1.5562400094377786
Replicate_105,1.6484792587084127
Replicate_106,1.6420263846776106
Replicate_107,1.7279312816879786
Replicate_108,1.8219422158551348
Replicate_109,1.7968972177841178
Replicate_110,1.923147595472427
Replicate_111,1.945547514566357
Replicate_112,1.6614675576188214
Replicate_113,1.7933947645583816
Replicate_114,1.579024414929141
Replicate_115,2.1511582917349106
Replicate_116,2.3999811944969087
Replicate_117,1.6938348433106998
Replicate_118,1.6432010434010416
Replicate_119,1.7229147260277626
Replicate_120,1.4863285367710528
Replicate_121,1.981200888642802
Replicate_122,1.8306920388475354
Replicate_123,1.5914174576229956
Replicate_124,1.8615605584815547
Replicate_125,1.6376798116348215
Replicate_126,1.909444273402685
Replicate_127,1.777027568106216
Replicate_128,1.5759879959205356
Replicate_129,1.6857181337488085
Replicate_130,1.5861600473632016
Replicate_131,1.6823266967074875
Replicate_132,1.7349753894338091
Replicate_133,1.7203045845604297
Replicate_134,1.7158758624619241
Replicate_135,1.6143238051870845
Replicate_136,1.6551160591816312
Replicate_137,2.0361036042556666
Replicate_138,1.7601242682388216
Replicate_139,1.7512426003335588
Replicate_140,1.6977058787186194
Replicate_141,1.8460772567365544
Replicate_142,1.762235211467221
Replicate_143,1.6627689589895969
Replicate_144,1.6109529328815981
Replicate_145,1.8851900778577835
Replicate_146,1.706072595571187
Replicate_147,1.5760441670723202
Replicate_148,1.7743254955737942
Replicate_149,1.713419503085645
Replicate_150,1.7446487640213801
Replicate_151,1.6335495268547782
Replicate_152,1.8765260418497443
Replicate_153,1.9835017829307169
Replicate_154,2.1129034397973823
Replicate_155,1.7471748203216415
Replicate_156,1.8554068223981568
Replicate_157,1.7844642098261554
Replicate_158,1.5315166608523694
Replicate_159,1.8441383029900071
Replicate_160,1.961113611497677
Replicate_161,1.80463796086125
Replicate_162,1.8010128216570265
Replicate_163,1.7567397036123689
Replicate_164,2.147892974884538
Replicate_165,1.9400730987289967
Replicate_166,1.7347921357066025
Replicate_167,1.6905643242035435
Replicate_168,1.6434317502075035
Replicate_169,1.7161793733382387
Replicate_170,1.5511340666126066
Replicate_171,1.9177189224223508
Replicate_172,1.6119486632855027
Replicate_173,1.8581427224489304
Replicate_174,1.8608387686753562
Replicate_175,1.5877635290628147
Replicate_176,1.7221842591849217
Replicate_177,1.963419388510707
Replicate_178,1.5245012340318191
Replicate_179,3.0536754129330914
Replicate_180,2.1697139478917675
Replicate_181,1.6454389637463946
Replicate_182,1.6959666431729616
Replicate_183,1.7734707776087602
Replicate_184,2.0463949181340992
Replicate_185,1.6257660446668494
Replicate_186,1.5815592221566195
Replicate_187,1.7167216643441168
Replicate_188,1.7504477143821517
Replicate_189,1.6290209791387653
Replicate_190,1.7121401279830435
Replicate_191,1.8625609574194888
Replicate_192,1.9013064484100255
Replicate_193,1.6615126037660972
Replicate_194,1.6139672001123104
Replicate_195,1.6457051787306582
Replicate_196,1.563316804652599
Replicate_197,1.673730386613438
Replicate_198,1.896154903035032
Replicate_199,1.7909760183122012
Replicate_200,1.7777610907828634
Replicate_201,2.2658179234158204
Replicate_202,1.9039391323503232
Replicate_203,1.7551071536361575
Replicate_204,1.79472958602712
Replicate_205,1.6972044467903225
Replicate_206,1.7459345026096975
Replicate_207,1.7736518604361087
Replicate_208,1.6534264183739185
Replicate_209,1.7773296309914712
Replicate_210,1.5503562481256006
Replicate_211,1.6370866193562341
Replicate_212,1.850340416200061
Replicate_213,1.4908173831491083
Replicate_214,1.7755898826184784
Replicate_215,1.8786790256138375
Replicate_216,2.032906854884439
Replicate_217,1.6084358372097907
Replicate_218,1.6969060289393112
Replicate_219,1.7374138996751056
Replicate_220,1.4467360478058262
Replicate_221,1.8289284578165803
Replicate_222,1.7297538485886863
Replicate_223,1.8237474400303668
Replicate_224,1.5931056818936224
Replicate_225,1.7347653711234607
Replicate_226,1.7984623614032316
Replicate_227,1.545045088397824
Replicate_228,1.6916306461867072
Replicate_229,2.005812925288629
Replicate_230,1.7220947020183928
Replicate_231,1.843465551168409
Replicate_232,2.0129654115226883
Replicate_233,2.929917553126805
Replicate_234,1.6241779621280543
Replicate_235,1.8325559135520095
Replicate_236,1.9325706597177188
Replicate_237,1.590925813630094
Replicate_238,1.6113805285744718
Replicate_239,1.7435351284823224
Replicate_240,1.7813027092751121
Replicate_241,1.7785220120633778
Replicate_242,2.0145118065381347
Replicate_243,1.8576991576801893
Replicate_244,1.6941404584848863
Replicate_245,1.6027603525028788
Replicate_246,1.9616030896187624
Replicate_247,1.7399818303042809
Replicate_248,1.7895681100963057
Replicate_249,1.6736543677350004
Replicate_250,1.657930284175542
Replicate_251,1.6461256958924733
Replicate_252,1.6639843114939694
Replicate_253,1.9225934900795805
Replicate_254,1.5844568608876233
Replicate_255,1.5208810139454871
Replicate_256,1.5777043690864503
Replicate_257,1.6816113783422226
Replicate_258,1.7046419167006912
Replicate_259,1.9365785638903683
Replicate_260,1.7725939932190808
Replicate_261,2.0482462177760703
Replicate_262,1.6497246758007176
Replicate_263,1.6334866486052173
Replicate_264,2.0934128678033153
Replicate_265,1.82092132621208
Replicate_266,1.9264709318785205
Replicate_267,1.655748950083116
Replicate_268,1.6462752869253579
Replicate_269,1.6200983708484515
Replicate_270,1.617144533900076
Replicate_271,1.6744846685704955
Replicate_272,1.5854582119141165
Replicate_273,1.5711260884322982
Replicate_274,1.6904376621821395
Replicate_275,1.801022028312421
Replicate_276,1.6842448093014724
Replicate_277,1.67474688772724
Replicate_278,1.6861407680864866
Replicate_279,1.6820575578428612
Replicate_280,1.8818069574700163
Replicate_281,1.9947191023884585
Replicate_282,1.7377967468470756
Replicate_283,1.8055642575085988
Replicate_284,1.7073311632311845
Replicate_285,1.8174022242884234
Replicate_286,2.0443645677106304
Replicate_287,1.6657230740772309
Replicate_288,1.7751651330424436
Replicate_289,1.746227446167534
Replicate_290,1.578308134307911
Replicate_291,2.595523645550985
Replicate_292,1.8803281477625127
Replicate_293,1.6859631863595548
Replicate_294,1.886147134147911
Replicate_295,2.09170734033606
Replicate_296,1.6659983745575815
Replicate_297,1.7148223889045608
Replicate_298,1.733712053949757
Replicate_299,1.6077447771341316
Replicate_300,1.7022011246194397
Replicate_301,1.5976347552951855
Replicate_302,1.541147359356139
Replicate_303,1.8157023354356912
Replicate_304,1.6256525775628488
Replicate_305,1.7333701228586946
Replicate_306,2.333464934201389
Replicate_307,1.7221040841325916
Replicate_308,1.7303307409730693
Replicate_309,1.988840280861068
Replicate_310,1.7140334862012463
Replicate_311,1.7009401833008317
Replicate_312,1.7503264773032339
Replicate_313,1.8816151312978853
Replicate_314,1.5728940891417
Replicate_315,1.7137019308953083
Replicate_316,1.6757394350055483
Replicate_317,1.6041616601937474
Replicate_318,1.6948641211893207
Replicate_319,1.6034813979288358
Replicate_320,1.5148353304685662
Replicate_321,1.7560868611061564
Replicate_322,1.8204908103327382
Replicate_323,1.957472409561631
Replicate_324,1.7332127599553775
Replicate_325,1.6287796606270148
Replicate_326,1.7507783762085114
Replicate_327,2.119557113894996
Replicate_328,1.6884518587924313
Replicate_329,1.5796787965714174
Replicate_330,1.682165276978583
Replicate_331,1.7291560904676035
Replicate_332,1.6714098583816153
Replicate_333,1.8303845458704457
Replicate_334,1.6115274389002154
Replicate_335,2.0912538174535125
Replicate_336,1.568352210550004
Replicate_337,1.7217433155571606
Replicate_338,1.8316923790608497
Replicate_339,1.9958288000577198
Replicate_340,1.7198558835353737
Replicate_341,1.6765162025082345
Replicate_342,1.7902371366882974
Replicate_343,1.8323120420702688
Replicate_344,1.953359045967417
Replicate_345,1.7861630705280058
Replicate_346,2.405515599148367
Replicate_347,1.8131077598972027
Replicate_348,2.7816879309102616
Replicate_349,1.6980087528378223
Replicate_350,1.545482176945759
Replicate_351,1.6871445921553738
Replicate_352,2.0500059142228415
Replicate_353,1.620030524065791
Replicate_354,1.804374178200167
Replicate_355,1.5732430893644946
Replicate_356,1.5850109172008928
Replicate_357,1.9863598750278018
Replicate_358,1.6468571468486466
Replicate_359,1.6297730560514816
Replicate_360,1.833128823888964
Replicate_361,1.6322073561884354
Replicate_362,1.7345711621794668
Replicate_363,1.7288338547895707
Replicate_364,1.793979724616748
Replicate_365,1.6297617072180655
Replicate_366,2.2805633218045616
Replicate_367,1.9911454484497935
Replicate_368,1.703679676259927
Replicate_369,1.7391579275187161
Replicate_370,1.7916479410874526
Replicate_371,1.8332262041595158
Replicate_372,1.5209193319216325
Replicate_373,1.6081090880045585
Replicate_374,1.6986105487606666
Replicate_375,1.7453032831065116
Replicate_376,1.7249289888802992
Replicate_377,1.6323214701163922
Replicate_378,1.621519539836607
Replicate_379,1.551111285408154
Replicate_380,1.8496035594616809
Replicate_381,1.798056647714501
Replicate_382,1.7745924547764023
Replicate_383,2.0692927084794124
Replicate_384,1.7538782715491994
Replicate_385,1.6968927183514697
Replicate_386,1.5625014224108371
Replicate_387,1.8037894031047208
Replicate_388,1.686408722185462
Replicate_389,1.681075554667341
Replicate_390,1.734627507175894
Replicate_391,2.051323918682584
Replicate_392,1.7750574890088844
Replicate_393,1.5882062747283103
Replicate_394,1.588095556736563
Replicate_395,1.899968005056321
Replicate_396,1.8615772768860663
Replicate_397,1.5845026947515959
Replicate_398,1.7425450537442746
Replicate_399,1.8643403011464474
Replicate_400,1.6858260803753167
Replicate_401,1.5995991075745097
Replicate_402,1.7448111113688174
Replicate_403,1.9040501353372543
Replicate_404,1.5651152925102663
Replicate_405,1.700656484817997
Replicate_406,1.8946931534519271
Replicate_407,1.8207343775569234
Replicate_408,1.7377238959163315
Replicate_409,1.6165729251389036
Replicate_410,1.7830446428340523
Replicate_411,2.0313700312778336
Replicate_412,1.772293741833426
Replicate_413,1.853181316979945
Replicate_414,1.6124670271809871
Replicate_415,1.7554956588724766
Replicate_416,1.8399672684152457
Replicate_417,1.9173763351178348
Replicate_418,1.8572102654854987
Replicate_419,1.5717168165360926
Replicate_420,1.6454483390592016
Replicate_421,1.5889040451128615
Replicate_422,1.827439654994418
Replicate_423,1.640856425664741
Replicate_424,1.6297357151082943
Replicate_425,1.8132159585441434
Replicate_426,1.7117068727598737
Replicate_427,1.702695610613888
Replicate_428,1.7375619027345297
Replicate_429,1.7808025013906976
Replicate_430,1.6635623550700789
Replicate_431,1.8574628746309543
Replicate_432,1.6991213752627459
Replicate_433,1.8139171444473132
Replicate_434,1.5949954597252356
Replicate_435,1.5996648644853608
Replicate_436,1.8576316391990948
Replicate_437,1.940503350686837
Replicate_438,1.7694684338949955
Replicate_439,1.7263977105282484
Replicate_440,1.6506261300267802
Replicate_441,1.6848892904955608
Replicate_442,1.80878297350996
Replicate_443,1.8057640694901929
Replicate_444,1.661137174289938
Replicate_445,1.713729979249953
Replicate_446,1.6620010584391278
Replicate_447,1.7868068495813554
Replicate_448,1.8715541562974451
Replicate_449,1.706262189187999
Replicate_450,1.6755860130374094
Replicate_451,1.6653237058244696
Replicate_452,1.6309830940064638
Replicate_453,1.8495376285156206
Replicate_454,1.6618686929640987
Replicate_455,1.7563207890616694
Replicate_456,1.6218575816906826
Replicate_457,1.606065481224066
Replicate_458,1.764424318989914
Replicate_459,1.5724096936184824
Replicate_460,1.8634281429163315
Replicate_461,1.7524803065547545
Replicate_462,1.7939811828689123
Replicate_463,1.949162354327875
Replicate_464,1.8645895259915135
Replicate_465,1.9844575984933157
Replicate_466,1.6160176044997805
Replicate_467,1.6197551253701143
Replicate_468,1.7717299996923348
Replicate_469,1.7539621123803248
Replicate_470,1.7355440601360388
Replicate_471,1.7853017294279192
Replicate_472,1.785230113232313
Replicate_473,1.8532560168374854
Replicate_474,1.783464299582968
Replicate_475,1.8055071268863718
Replicate_476,1.9598074068817184
Replicate_477,1.6669199855495245
Replicate_478,1.8257550393126178
Replicate_479,1.8815112196297141
Replicate_480,1.9736878987316446
Replicate_481,1.8838181275197392
Replicate_482,1.8548919663417371
Replicate_483,1.7017446810586991
Replicate_484,1.9730989135435155
Replicate_485,1.6804959840055416
Replicate_486,1.6756293656322712
Replicate_487,1.9376515245964203
Replicate_488,1.8728540975938062
Replicate_489,1.7271982975982427
Replicate_490,1.9676197023500281
Replicate_491,1.6019539739822068
Replicate_492,1.6345783902992475
Replicate_493,1.6120879316391747
Replicate_494,1.8498276771950426
Replicate_495,1.630644301069259
Replicate_496,1.5761151292963964
Replicate_497,1.6509753729210417
Replicate_498,1.8445191745531906
Replicate_499,1.602915983565944
Replicate_500,1.7311060451169087
Replicate_501,1.8627490323623157
Replicate_502,1.6375486295490347
Replicate_503,1.6064656635131238
Replicate_504,1.98760058513365
Replicate_505,1.9479004510786064
Replicate_506,1.7956665809862917
Replicate_507,1.875210062931567
Replicate_508,1.797077794192013
Replicate_509,1.8864068916355854
Replicate_510,1.9329501446303163
Replicate_511,1.7114389382328832
Replicate_512,1.5947103485364227
Replicate_513,1.655428435208843
Replicate_514,1.6057610753148892
Replicate_515,1.8318397929058392
Replicate_516,1.7845210474562183
Replicate_517,1.711622099917957
Replicate_518,1.6313811603802693
Replicate_519,1.691127698153447
Replicate_520,1.6783694362357435
Replicate_521,2.2065296779784096
Replicate_522,1.7579820442244836
Replicate_523,1.8616941626966237
Replicate_524,1.9573555539337033
Replicate_525,1.673290499771789
Replicate_526,1.862818651387861
Replicate_527,1.7065877155670786
Replicate_528,1.646428133725537
Replicate_529,1.8054193935495644
Replicate_530,1.6865326703600811
Replicate_531,1.7189248608943544
Replicate_532,1.781226568746213
Replicate_533,1.9091019726032206
Replicate_534,1.7481691067344778
Replicate_535,1.9418056857153678
Replicate_536,1.628321072673283
Replicate_537,1.7472811893271731
Replicate_538,1.8812345230379355
Replicate_539,1.74103362613274
Replicate_540,2.7940890066246293
Replicate_541,1.7177479609841173
Replicate_542,1.4729545915545514
Replicate_543,1.770762484896605
Replicate_544,1.7517160745938176
Replicate_545,1.7117946814274847
Replicate_546,1.7958508694731072
Replicate_547,1.6520691845577429
Replicate_548,1.7165662253752563
Replicate_549,1.7564263832797655
Replicate_550,1.7628707220053261
Replicate_551,1.6700813024295402
Replicate_552,1.7869571924815626
Replicate_553,1.5534947904983614
Replicate_554,1.7325674614689455
Replicate_555,1.6816580551662792
Replicate_556,1.7653792341466288
Replicate_557,1.5805176657042974
Replicate_558,1.693694442711945
Replicate_559,1.6239711255162086
Replicate_560,1.7766105189875459
Replicate_561,1.5987491761503714
Replicate_562,1.8009665648227133
Replicate_563,1.6478751530658684
Replicate_564,1.5287608957735592
Replicate_565,1.58268859161255
Replicate_566,1.793515617771062
Replicate_567,1.668623186841838
Replicate_568,1.5610976581517604
Replicate_569,1.6882779987942462
Replicate_570,1.9325498200240694
Replicate_571,1.7281683276754989
Replicate_572,1.6270752211388324
Replicate_573,1.459008263515792
Replicate_574,1.676269914784563
Replicate_575,1.5783295647205884
Replicate_576,1.6626872553594823
Replicate_577,1.6852377567480294
Replicate_578,2.1292948615751213
Replicate_579,1.669072276026256
Replicate_580,1.6717580607887996
Replicate_581,1.7356059359020708
Replicate_582,1.5748024224681731
Replicate_583,1.7865748426627661
Replicate_584,1.6036643433303062
Replicate_585,1.9409146455606183
Replicate_586,1.941451493180341
Replicate_587,2.0478233769576684
Replicate_588,1.7583715824395634
Replicate_589,1.8310575112702872
Replicate_590,1.7389045662294667
Replicate_591,1.8118701849590175
Replicate_592,1.8233662102345023
Replicate_593,1.6679271871138068
Replicate_594,1.7818940645009962
Replicate_595,1.685894764969018
Replicate_596,1.8418604912770986
Replicate_597,1.8848489809147468
Replicate_598,1.765745029257115
Replicate_599,1.7613425327107215
Replicate_600,1.6872731018065221
Replicate_601,1.5358154284303571
Replicate_602,1.70093461757432
Replicate_603,1.6399266014134781
Replicate_604,1.879357126114875
Replicate_605,1.6116642016516587
Replicate_606,1.5217794377303384
Replicate_607,1.7785891967996752
Replicate_608,1.9907928252507947
Replicate_609,1.7661394477438779
Replicate_610,1.8108992712235505
Replicate_611,1.65896974813748
Replicate_612,1.788196519225661
Replicate_613,1.8292372941509587
Replicate_614,1.5832942667099927
Replicate_615,1.8523970189401069
Replicate_616,1.5432406771580196
Replicate_617,1.6698949457730976
Replicate_618,1.4865961161559256
Replicate_619,1.698200958755519
Replicate_620,1.7000850519078727
Replicate_621,1.7521423554869489
Replicate_622,1.639677119127155
Replicate_623,1.6522704358320635
Replicate_624,1.6065330211248041
Replicate_625,2.0678617377434274
Replicate_626,1.6882674301643468
Replicate_627,1.7980278322612977
Replicate_628,1.860047699972148
Replicate_629,1.5613573818059883
Replicate_630,1.7240208974437468
Replicate_631,2.517956534301777
Replicate_632,1.6543928767450413
Replicate_633,1.5733066998592815
Replicate_634,1.8535646880522358
Replicate_635,2.5169739801135766
Replicate_636,1.7423021992477918
Replicate_637,1.8884394254414787
Replicate_638,2.0055218400861476
Replicate_639,1.9166162900076058
Replicate_640,1.6446342629870323
Replicate_641,2.0885624894124137
Replicate_642,1.8692015327157727
Replicate_643,1.775963093587753
Replicate_644,1.6194699006990332
Replicate_645,1.9755966757980905
Replicate_646,1.9152121361615204
Replicate_647,1.7046988573079154
Replicate_648,1.725802315227228
Replicate_649,1.671001367071131
Replicate_650,1.55297895454365
Replicate_651,1.7567740381458807
Replicate_652,1.6459190474707857
Replicate_653,2.188383718686568
Replicate_654,1.9174636748642686
Replicate_655,1.8415369735336982
Replicate_656,1.557818134859837
Replicate_657,1.6308111992171686
Replicate_658,1.8199133675330383
Replicate_659,1.5580111153298117
Replicate_660,1.612106813522448
Replicate_661,1.5135706275820697
Replicate_662,1.652672517867361
Replicate_663,1.6068431065350024
Replicate_664,1.8291374143882144
Replicate_665,2.23060482450901
Replicate_666,1.8288400608997941
Replicate_667,1.8649326331075522
Replicate_668,1.543032341350618
Replicate_669,1.8034419568447198
Replicate_670,1.692325484349312
Replicate_671,1.7075401958633636
Replicate_672,1.752223844993651
Replicate_673,1.8689947487526308
Replicate_674,1.719781907801155
Replicate_675,1.588288020143955
Replicate_676,1.7862296985452784
Replicate_677,1.9391653840979912
Replicate_678,1.8650946711318996
Replicate_679,1.8636301098825288
Replicate_680,1.6775407343538236
Replicate_681,1.7939048879886947
Replicate_682,1.7195066099971785
Replicate_683,1.761540025390968
Replicate_684,1.721515156152476
Replicate_685,2.4507874133095418
Replicate_686,2.0492749551767613
Replicate_687,1.654193887370528
Replicate_688,1.5752833227560992
Replicate_689,1.6733418672902984
Replicate_690,1.7877763731403724
Replicate_691,2.1565668730373724
Replicate_692,1.6611940001032683
Replicate_693,1.8105234545867737
Replicate_694,1.6800480327517975
Replicate_695,1.5873695688960985
Replicate_696,1.5611988601251376
Replicate_697,1.630300516897251
Replicate_698,1.6611274965266078
Replicate_699,1.7383866528671152
Replicate_700,1.7876062239730897
Replicate_701,1.8241082259517771
Replicate_702,1.6486753811493193
Replicate_703,1.585097562859297
Replicate_704,1.6313941954307378
Replicate_705,1.6473358517862282
Replicate_706,1.799685758786021
Replicate_707,2.0994839328425328
Replicate_708,1.7708486208417065
Replicate_709,1.713874269982676
Replicate_710,1.6220063436434433
Replicate_711,2.066262117580083
Replicate_712,1.7959095558600302
Replicate_713,1.6658675217295258
Replicate_714,1.827452317149393
Replicate_715,2.1136556830712236
Replicate_716,2.0151515817874053
Replicate_717,1.6993390455511337
Replicate_718,1.6606945959333217
Replicate_719,1.7218368983904313
Replicate_720,1.715461540662462
Replicate_721,1.6573643736803814
Replicate_722,1.7635096893930688
Replicate_723,2.379733413325647
Replicate_724,1.7133440439136605
Replicate_725,1.6839624236645547
Replicate_726,1.8275387000295527
Replicate_727,1.7638781440566023
Replicate_728,1.7997850843667147
Replicate_729,1.6796566296422244
Replicate_730,1.6614847063148073
Replicate_731,1.654458570220156
Replicate_732,2.063285330611683
Replicate_733,1.6829847377462823
Replicate_734,1.7829962027122364
Replicate_735,1.7146002949880177
Replicate_736,1.6138049486323485
Replicate_737,1.7855267386843263
Replicate_738,1.7349379203772224
Replicate_739,2.1082122032867763
Replicate_740,1.743052963670276
Replicate_741,1.9039811869704408
Replicate_742,1.7197990017166211
Replicate_743,2.020650595086232
Replicate_744,1.5779712141933717
Replicate_745,1.8312784239098452
Replicate_746,2.1745683611950732
Replicate_747,1.6976036559171501
Replicate_748,1.5748382613544822
Replicate_749,1.8082635426779317
Replicate_750,1.6895759015107816
Replicate_751,3.179290011945329
Replicate_752,1.821071755519747
Replicate_753,1.964848761618171
Replicate_754,1.7409201799460476
Replicate_755,1.4931268906187432
Replicate_756,1.7845072759139842
Replicate_757,1.836264977789699
Replicate_758,1.7551159290670721
Replicate_759,1.7076071711204628
Replicate_760,1.5451609552377104
Replicate_761,1.79596539156122
Replicate_762,1.5239557351204707
Replicate_763,1.5611612385190667
Replicate_764,1.6236121488978004
Replicate_765,1.7835688246459396
Replicate_766,1.9133296936581825
Replicate_767,1.8779542605102353
Replicate_768,1.889064201299957
Replicate_769,1.7378327285215804
Replicate_770,1.6402905475859577
Replicate_771,1.8645149116964717
Replicate_772,1.7925182997033642
Replicate_773,1.578951350492125
Replicate_774,1.5867438563992586
Replicate_775,1.6971342178115532
Replicate_776,2.087988980710338
Replicate_777,1.7448058795242594
Replicate_778,1.6562644056232134
Replicate_779,1.7757384415805983
Replicate_780,1.6410788368152407
Replicate_781,1.5817402611961047
Replicate_782,1.5668444463539324
Replicate_783,1.6589441048077997
Replicate_784,1.7620000466681276
Replicate_785,2.092821830931617
Replicate_786,1.5466817252815874
Replicate_787,1.8643806461778965
Replicate_788,1.838876450371953
Replicate_789,1.8337888834065148
Replicate_790,1.7401623062625964
Replicate_791,1.9002005756652662
Replicate_792,1.7914421340550288
Replicate_793,1.7894932366344136
Replicate_794,1.6749341670528828
Replicate_795,1.7895629824444967
Replicate_796,1.7673404389536354
Replicate_797,1.6130349731409566
Replicate_798,1.8027378010211483
Replicate_799,1.5508244864127518
Replicate_800,1.9929145604362313
Replicate_801,1.6323539591504117
Replicate_802,1.6781029622743633
Replicate_803,1.6093968023741696
Replicate_804,1.8132896919158097
Replicate_805,1.7872208188980716
Replicate_806,1.7919282109407875
Replicate_807,1.72849621994518
Replicate_808,1.6741356024743133
Replicate_809,1.7527205080914456
Replicate_810,2.046444079875799
Replicate_811,1.9803110756259972
Replicate_812,1.704917221640226
Replicate_813,1.5761656166659233
Replicate_814,1.8761781595301388
Replicate_815,1.678837641578031
Replicate_816,1.7572922225027627
Replicate_817,1.7818790188368874
Replicate_818,2.0941405127847466
Replicate_819,1.6803031640737007
Replicate_820,1.7914848631726952
Replicate_821,1.7626631766198064
Replicate_822,1.5895848499568708
Replicate_823,1.6927557246102944
Replicate_824,1.6629302434000366
Replicate_825,1.7343297642645374
Replicate_826,1.7240720586742089
Replicate_827,1.6617193239297765
Replicate_828,1.7047359898663856
Replicate_829,1.693585626237177
Replicate_830,1.5815152307178917
Replicate_831,1.7573028218381694
Replicate_832,1.655125644596537
Replicate_833,1.948222848715382
Replicate_834,1.584857592842416
Replicate_835,2.27852157959581
Replicate_836,1.7779459437178504
Replicate_837,1.7512731876376915
Replicate_838,2.0581843720824065
Replicate_839,1.9932391330071995
Replicate_840,1.5924645718107815
Replicate_841,1.809137951664206
Replicate_842,1.706055840220792
Replicate_843,1.749561321905179
Replicate_844,1.864730230731978
Replicate_845,1.6073841272651481
Replicate_846,1.6723136124208386
Replicate_847,1.7000285484296382
Replicate_848,1.6142093985222468
Replicate_849,1.882468915777693
Replicate_850,1.9547434299032531
Replicate_851,1.6751465016007123
Replicate_852,1.8400733963636378
Replicate_853,1.6035443984770048
Replicate_854,1.5859295075870314
Replicate_855,1.5803430710791633
Replicate_856,1.6498933782866465
Replicate_857,1.757533023292722
Replicate_858,1.6935073153457632
Replicate_859,1.6875774938547607
Replicate_860,1.7046146750692008
Replicate_861,1.7787773238736084
Replicate_862,1.6607992507983165
Replicate_863,1.7380783955995194
Replicate_864,1.832390550707229
Replicate_865,1.9283183527318681
Replicate_866,1.6056890295740134
Replicate_867,1.6837768554908292
Replicate_868,1.578033759962346
Replicate_869,1.6842205532012346
Replicate_870,1.7884166566429547
Replicate_871,1.8340745302209702
Replicate_872,1.841910798129875
Replicate_873,1.7187351292279405
Replicate_874,1.5478200293399234
Replicate_875,1.8499925172532725
Replicate_876,1.6540690856785334
Replicate_877,2.4633913817289854
Replicate_878,1.8590059820276208
Replicate_879,1.5960436833683767
Replicate_880,1.5938066572503657
Replicate_881,1.7117174056229285
Replicate_882,3.332689767283524
Replicate_883,1.8147794292516348
Replicate_884,1.6712139420251113
Replicate_885,1.7669326323768249
