Replicate,Sample Mean
Replicate_98,0.748604120966047
Replicate_99,0.747773525249213
Replicate_100,0.7501525182276965
Replicate_101,0.752505375277251
Replicate_102,0.7489654321782291
Replicate_103,0.7525018276274205
Replicate_104,0.7478802385367453
Replicate_105,0.7499407763592899
Replicate_106,0.7500351141020656
Replicate_107,0.7523408599570394
Replicate_108,0.7468652466125786
Replicate_109,0.7498877762816847
Replicate_110,0.7505469246394932
Replicate_111,0.7496094059944153
Replicate_112,0.7538825221173465
Replicate_113,0.747502851691097
Replicate_114,0.7493750186450779
Replicate_115,0.747344759106636
Replicate_116,0.7475012319348753
Replicate_117,0.7498761366121471
Replicate_118,0.7518719829432666
Replicate_119,0.7537298579327762
Replicate_120,0.7512797867879272
Replicate_121,0.7476567441038787
Replicate_122,0.7474897129274904
Replicate_123,0.7499803347699344
Replicate_124,0.7474230940826238
Replicate_125,0.7506247407011688
Replicate_126,0.7509573677554726
Replicate_127,0.749370192848146
Replicate_128,0.749843370411545
Replicate_129,0.7500010637938976
Replicate_130,0.7467928892560303
Replicate_131,0.749378003757447
Replicate_132,0.7500012286566198
Replicate_133,0.7471052940003574
Replicate_134,0.7500776671059429
Replicate_135,0.7478321026079356
Replicate_136,0.7495993800461292
Replicate_137,0.7499803156964481
Replicate_138,0.7498999449983239
Replicate_139,0.7493303675018251
Replicate_140,0.7504231224767863
Replicate_141,0.7468443676270544
Replicate_142,0.7519628949277103
Replicate_143,0.7500195370614529
Replicate_144,0.7500117455236613
Replicate_145,0.7506271472759545
Replicate_146,0.7484069921262563
Replicate_147,0.7486773009411991
Replicate_148,0.7506431479565799
Replicate_149,0.7481266501173377
Replicate_150,0.7473192974179983
Replicate_151,0.751932372879237
Replicate_152,0.7501496686041356
Replicate_153,0.7499490304291249
Replicate_154,0.7497303579561412
Replicate_155,0.7524921988137067
Replicate_156,0.7502295707724989
Replicate_157,0.7500012917630374
Replicate_158,0.7497558618336916
Replicate_159,0.7493750162236392
Replicate_160,0.752524489313364
Replicate_161,0.7495263667218387
Replicate_162,0.7501515050046146
Replicate_163,0.7495696873776615
Replicate_164,0.7498828122578561
Replicate_165,0.7471880340389907
Replicate_166,0.7501513548009098
Replicate_167,0.749489476326853
Replicate_168,0.7526464802771806
Replicate_169,0.7476550381816923
Replicate_170,0.7495605083182454
Replicate_171,0.750001831855625
Replicate_172,0.7500085466168821
Replicate_173,0.7500073486380279
Replicate_174,0.7505837911181152
Replicate_175,0.7462522882036865
Replicate_176,0.7498169388063252
Replicate_177,0.7502054593153298
Replicate_178,0.750009719580412
Replicate_179,0.7479248425364494
Replicate_180,0.7514080877602101
Replicate_181,0.74936034694314
Replicate_182,0.7512573250941932
Replicate_183,0.7537156762368977
Replicate_184,0.7500015091709793
Replicate_185,0.7514645364880562
Replicate_186,0.7506249794177711
Replicate_187,0.7456024929881095
Replicate_188,0.7487483919598162
Replicate_189,0.7499036657437682
Replicate_190,0.751248626280576
Replicate_191,0.7499902446195483
Replicate_192,0.7524901576526463
Replicate_193,0.7500189179740846
Replicate_194,0.7499817736260593
Replicate_195,0.7504589978978038
Replicate_196,0.7499993653595447
Replicate_197,0.7474999223463237
Replicate_198,0.7512105746380985
Replicate_199,0.7499287029914558
Replicate_200,0.7499885535798967
Replicate_201,0.7500329636223614
Replicate_202,0.750157603751868
Replicate_203,0.7500000221468508
Replicate_204,0.7474341228418052
Replicate_205,0.7503854457847774
Replicate_206,0.7545501714758575
Replicate_207,0.749375134371221
Replicate_208,0.752504691015929
Replicate_209,0.7498852534033358
Replicate_210,0.7503173823468388
Replicate_211,0.7490034049935639
Replicate_212,0.7499927229993045
Replicate_213,0.7499635387770831
Replicate_214,0.7508185492269694
Replicate_215,0.7494910774193704
Replicate_216,0.7497657771222294
Replicate_217,0.7487988634034991
Replicate_218,0.7500100704096258
Replicate_219,0.7496752240881324
Replicate_220,0.7498635788075626
Replicate_221,0.7546907057054341
Replicate_222,0.7498508110269904
Replicate_223,0.7466687298566103
Replicate_224,0.75250000404194
Replicate_225,0.7517971845157444
Replicate_226,0.750301122404635
Replicate_227,0.7480503840558231
Replicate_228,0.7506269026361406
Replicate_229,0.7500003187172115
Replicate_230,0.7484258301369846
Replicate_231,0.7502957899682223
Replicate_232,0.7498427577689291
Replicate_233,0.7524248398281634
Replicate_234,0.7493014426343143
Replicate_235,0.7521966118924319
Replicate_236,0.7499595544300973
Replicate_237,0.7536304437927902
Replicate_238,0.7483520562574267
Replicate_239,0.7499999613128603
Replicate_240,0.7497271724045277
Replicate_241,0.7501587099768221
Replicate_242,0.7506501105055213
Replicate_243,0.7510231395252049
Replicate_244,0.7501929826103151
Replicate_245,0.749980830848217
Replicate_246,0.7507018836401403
Replicate_247,0.7487499959021807
Replicate_248,0.7500000067614019
Replicate_249,0.7499688800983131
Replicate_250,0.7501502871327103
Replicate_251,0.7513278002850712
Replicate_252,0.7499996943585575
Replicate_253,0.7509916589781642
Replicate_254,0.7500800843723119
Replicate_255,0.7500000767037273
Replicate_256,0.7506454469077289
Replicate_257,0.7500616307370365
Replicate_258,0.7501562113873661
Replicate_259,0.7494546923227609
Replicate_260,0.7498344556428492
Replicate_261,0.7512479225732386
Replicate_262,0.7491408987157047
Replicate_263,0.7499267887882888
Replicate_264,0.749453114401549
Replicate_265,0.7489844573847949
Replicate_266,0.747362068425864
Replicate_267,0.7500732548348605
Replicate_268,0.7525924105755984
Replicate_269,0.7499270696751773
Replicate_270,0.7514064027182757
Replicate_271,0.7471826030872762
Replicate_272,0.7474168505892158
Replicate_273,0.751035918854177
Replicate_274,0.7491205045580864
Replicate_275,0.7513470449112356
Replicate_276,0.7487631125561893
Replicate_277,0.7510569283179939
Replicate_278,0.7512635804153979
Replicate_279,0.7503121429868043
Replicate_280,0.7499218743853271
Replicate_281,0.7493365510553122
Replicate_282,0.7496908808499575
Replicate_283,0.7512488521076739
Replicate_284,0.7506751825101674
Replicate_285,0.7473412282019853
Replicate_286,0.7499988177977502
Replicate_287,0.7500373592041433
Replicate_288,0.752490539290011
Replicate_289,0.7499802277237176
Replicate_290,0.7499999896995724
Replicate_291,0.7501073402352632
Replicate_292,0.7512494392506778
Replicate_293,0.7528338866494596
Replicate_294,0.7487811271473765
Replicate_295,0.7476464826241136
Replicate_296,0.7478184074722231
Replicate_297,0.7478038059733808
Replicate_298,0.7512506194412708
Replicate_299,0.7536868579499424
Replicate_300,0.7459399434551597
Replicate_301,0.7478052897751332
Replicate_302,0.7500634771771729
Replicate_303,0.7522069115750492
Replicate_304,0.7459341460093856
Replicate_305,0.7471874438412488
Replicate_306,0.7501731822639703
Replicate_307,0.7503952800296247
Replicate_308,0.7496530147455632
Replicate_309,0.7520951927825809
Replicate_310,0.7474231309629977
Replicate_311,0.749684311747551
Replicate_312,0.7500097818486392
Replicate_313,0.7506909151002765
Replicate_314,0.7500710674002766
Replicate_315,0.7499044318310917
Replicate_316,0.7506246822886169
Replicate_317,0.7509374838508666
Replicate_318,0.7464116709306836
Replicate_319,0.7500368545018137
Replicate_320,0.7503075726144016
Replicate_321,0.7476809720881283
Replicate_322,0.7493257117830217
Replicate_323,0.7503124884516
Replicate_324,0.7501128010265529
Replicate_325,0.7506272883526981
Replicate_326,0.751883847694844
Replicate_327,0.7487158390693367
Replicate_328,0.7507142826355994
Replicate_329,0.7493383981101215
Replicate_330,0.7543760295771063
Replicate_331,0.7525006137602032
Replicate_332,0.7475090743601323
Replicate_333,0.7475035220757127
Replicate_334,0.7506249704770744
Replicate_335,0.7499975724332034
Replicate_336,0.7537109585851431
Replicate_337,0.7498251719586552
Replicate_338,0.7513260505348444
Replicate_339,0.7509846685267985
Replicate_340,0.7475907892920077
Replicate_341,0.749687486179173
Replicate_342,0.7506639190018177
Replicate_343,0.7499950404278934
Replicate_344,0.7497647100873291
Replicate_345,0.7482789037562907
Replicate_346,0.7497264574281871
Replicate_347,0.7500088730268181
Replicate_348,0.7516833267733455
Replicate_349,0.7500727267749607
Replicate_350,0.750062862765044
Replicate_351,0.7499895377270878
Replicate_352,0.7506202237866819
Replicate_353,0.7504584473185241
Replicate_354,0.7506448358856141
Replicate_355,0.7500196643732489
Replicate_356,0.7501367169618607
Replicate_357,0.7484399420954287
Replicate_358,0.7542193881981075
Replicate_359,0.7541970719397068
Replicate_360,0.7493493629805744
Replicate_361,0.7500052447803318
Replicate_362,0.7496843598596752
Replicate_363,0.7499993507564068
Replicate_364,0.7509934212081134
Replicate_365,0.747481485735625
Replicate_366,0.7505012318491936
Replicate_367,0.7517218063399196
Replicate_368,0.7521777338720859
Replicate_369,0.7493137047998607
Replicate_370,0.7523095807246863
Replicate_371,0.752734587341547
Replicate_372,0.7496886438690126
Replicate_373,0.7500231875479222
Replicate_374,0.747238730918616
Replicate_375,0.7501171761564911
Replicate_376,0.7484606952033936
Replicate_377,0.7490190140530467
Replicate_378,0.7540289754606784
Replicate_379,0.7503898611478508
Replicate_380,0.7523637276887893
Replicate_381,0.7492230059765279
Replicate_382,0.7474976064451039
Replicate_383,0.7500006086938084
Replicate_384,0.7505687851645052
Replicate_385,0.7481349523179233
Replicate_386,0.7517262263409793
Replicate_387,0.7499903114698827
Replicate_388,0.7497079105488956
Replicate_389,0.7487634272314608
Replicate_390,0.7497060399316251
Replicate_391,0.7468359370343387
Replicate_392,0.7497888989560306
Replicate_393,0.7506947316043079
Replicate_394,0.7475142842158675
Replicate_395,0.7521533296816051
Replicate_396,0.7498999031074345
Replicate_397,0.7502781337313355
Replicate_398,0.7513452226482332
Replicate_399,0.7486919377185405
Replicate_400,0.7500041337125003
Replicate_401,0.7501159667782485
Replicate_402,0.7462203945033252
Replicate_403,0.7468734735064209
Replicate_404,0.7498199651949108
Replicate_405,0.746875001937151
Replicate_406,0.752324870377779
Replicate_407,0.7501568756811321
Replicate_408,0.7506347651220858
Replicate_409,0.7497241152636707
Replicate_410,0.7474952311627567
Replicate_411,0.7499047464877368
Replicate_412,0.7493754526227713
Replicate_413,0.7478513220883906
Replicate_414,0.7536526702158153
Replicate_415,0.7487623019143939
Replicate_416,0.7536088068597019
Replicate_417,0.7492387574352324
Replicate_418,0.7500062553212047
Replicate_419,0.7524913568608462
Replicate_420,0.7499103162251413
Replicate_421,0.7510060136765242
Replicate_422,0.7496973420865833
Replicate_423,0.7485550863482058
Replicate_424,0.7473734183423221
Replicate_425,0.7513085953518748
Replicate_426,0.749840507209301
Replicate_427,0.7493356127850711
Replicate_428,0.7498361165635288
Replicate_429,0.752502602506429
Replicate_430,0.7523632223345339
Replicate_431,0.7506300453841687
Replicate_432,0.7499212457239628
Replicate_433,0.7485888498835266
Replicate_434,0.7488292693719267
Replicate_435,0.7508325891010463
Replicate_436,0.749959410969168
Replicate_437,0.7500723262876272
Replicate_438,0.7525089289434255
Replicate_439,0.7498596615530551
Replicate_440,0.7503149529919029
Replicate_441,0.7507034440524876
Replicate_442,0.7504621501453221
Replicate_443,0.7470099634490908
Replicate_444,0.748127898722887
Replicate_445,0.7475024408660829
Replicate_446,0.7500702105276287
Replicate_447,0.750035084169358
Replicate_448,0.7490579216741026
Replicate_449,0.7462713429890573
Replicate_450,0.7496921918913722
Replicate_451,0.74806182814762
Replicate_452,0.749989217389375
Replicate_453,0.7493523857183755
Replicate_454,0.7541396041214466
Replicate_455,0.7499819858185947
Replicate_456,0.750762099456042
Replicate_457,0.7474996985308826
Replicate_458,0.7503435511700809
Replicate_459,0.7518740825168788
Replicate_460,0.7497699553333222
Replicate_461,0.748749961387366
Replicate_462,0.747205834556371
Replicate_463,0.747485354077071
Replicate_464,0.7500195032171905
Replicate_465,0.7504542681574822
Replicate_466,0.7496050875820219
Replicate_467,0.7487378015741706
Replicate_468,0.749941429644823
Replicate_469,0.7499969332478941
Replicate_470,0.7499206730909646
Replicate_471,0.7482034673541784
Replicate_472,0.7471881859004498
Replicate_473,0.7500055234879255
Replicate_474,0.7504443736933172
Replicate_475,0.7504492183215916
Replicate_476,0.7500390620529651
Replicate_477,0.747185133267194
Replicate_478,0.7499557685106992
Replicate_479,0.7495181606523693
Replicate_480,0.7497247501276434
Replicate_481,0.7517871840111912
Replicate_482,0.7491903532855213
Replicate_483,0.7499653453938663
Replicate_484,0.7510144677385688
Replicate_485,0.7488363363407552
Replicate_486,0.7503518156893552
Replicate_487,0.7517200389318168
Replicate_488,0.749963397514075
Replicate_489,0.7489132829755545
Replicate_490,0.7495667286217212
Replicate_491,0.7487482835166156
Replicate_492,0.7505416483990848
Replicate_493,0.7499961842410267
Replicate_494,0.7505859751813113
Replicate_495,0.7496118067018688
Replicate_496,0.7508401391096413
Replicate_497,0.7499964351393282
Replicate_498,0.7501390917412937
Replicate_499,0.7473481755517423
Replicate_500,0.7500083462707698
Replicate_501,0.7484661884605884
Replicate_502,0.7505212200246751
Replicate_503,0.7481640812940895
Replicate_504,0.7493508190475404
Replicate_505,0.7505494572035968
Replicate_506,0.7528345382958651
Replicate_507,0.749785166811198
Replicate_508,0.7499658222682775
Replicate_509,0.7483642382360994
Replicate_510,0.7496130065061152
Replicate_511,0.7493755649030208
Replicate_512,0.7497217704169452
Replicate_513,0.7518749949336052
Replicate_514,0.7496875012479722
Replicate_515,0.7529198999516666
Replicate_516,0.7492913421243429
Replicate_517,0.7487503026239574
Replicate_518,0.750624989438802
Replicate_519,0.7484176718629897
Replicate_520,0.7499975581280887
Replicate_521,0.7501367370598018
Replicate_522,0.7467184538953007
Replicate_523,0.7498413178138434
Replicate_524,0.7493765253573657
Replicate_525,0.7487501062266528
Replicate_526,0.74891358807683
Replicate_527,0.7498388666473329
Replicate_528,0.754666368085891
Replicate_529,0.7498818771913648
Replicate_530,0.7499999988637864
Replicate_531,0.7500072094611824
Replicate_532,0.7497655143216252
Replicate_533,0.7502200327254832
Replicate_534,0.7500169316120445
Replicate_535,0.7500341407768428
Replicate_536,0.7498241497389972
Replicate_537,0.7499218749068678
Replicate_538,0.7529345576278865
Replicate_539,0.7500152074359357
Replicate_540,0.7499414035677909
Replicate_541,0.7496874399110675
Replicate_542,0.7522737545892596
Replicate_543,0.7489843406528235
Replicate_544,0.7473810209333897
Replicate_545,0.7527795414067805
Replicate_546,0.7503916927985848
Replicate_547,0.7500100428797305
Replicate_548,0.7503299684636295
Replicate_549,0.7499984831549227
Replicate_550,0.7500045583583415
Replicate_551,0.7488170380704104
Replicate_552,0.7498459619097412
Replicate_553,0.7500062558986247
Replicate_554,0.7497265787236392
Replicate_555,0.7506251992098987
Replicate_556,0.7500918656587601
Replicate_557,0.746397797614336
Replicate_558,0.7498240372538567
Replicate_559,0.7496795638464391
Replicate_560,0.7497976393811405
Replicate_561,0.7469579356722533
Replicate_562,0.7526562519930303
Replicate_563,0.7495238159410655
Replicate_564,0.7501560092531144
Replicate_565,0.7475329194776714
Replicate_566,0.7507788063399494
Replicate_567,0.7499707872979343
Replicate_568,0.7499710225686431
Replicate_569,0.7499919865094126
Replicate_570,0.751406243443489
Replicate_571,0.7499927521683276
Replicate_572,0.7524328501336277
Replicate_573,0.7498303206823766
Replicate_574,0.7504952700249851
Replicate_575,0.7499243254773319
Replicate_576,0.7522259910963476
Replicate_577,0.7528168101236224
Replicate_578,0.7501562567055226
Replicate_579,0.7498196394555271
Replicate_580,0.7501610369794071
Replicate_581,0.7534569634310901
Replicate_582,0.7503644569031894
Replicate_583,0.7476562850736082
Replicate_584,0.749531118478626
Replicate_585,0.7475024456717074
Replicate_586,0.7512454290688038
Replicate_587,0.7506265445612371
Replicate_588,0.7501789761520922
Replicate_589,0.749489134978503
Replicate_590,0.7502741224877536
Replicate_591,0.7487527437321841
Replicate_592,0.7498233403824269
Replicate_593,0.7498100568912923
Replicate_594,0.7498834270052612
Replicate_595,0.7500001016072929
Replicate_596,0.75082031192258
Replicate_597,0.7523814274556935
Replicate_598,0.7499218831583857
Replicate_599,0.7515791317820549
Replicate_600,0.7505572446621954
Replicate_601,0.7480929200910031
Replicate_602,0.7492970295064151
Replicate_603,0.75063507033512
Replicate_604,0.7500290091149509
Replicate_605,0.74749999595806
Replicate_606,0.7530467554368079
Replicate_607,0.7499998637475074
Replicate_608,0.7498656089417637
Replicate_609,0.7505078523419797
Replicate_610,0.7487548871338368
Replicate_611,0.7477922655455768
Replicate_612,0.7452336999960244
Replicate_613,0.7495184133760631
Replicate_614,0.750077953133732
Replicate_615,0.7489105403609574
Replicate_616,0.7501571640744805
Replicate_617,0.7499078036285937
Replicate_618,0.7499999983422458
Replicate_619,0.750626334398985
Replicate_620,0.7493553833477199
Replicate_621,0.7493748743645847
Replicate_622,0.7500572443567216
Replicate_623,0.751415998134762
Replicate_624,0.747949298825115
Replicate_625,0.7507595963589847
Replicate_626,0.7496093381755053
Replicate_627,0.7518835623562335
Replicate_628,0.7501507649943232
Replicate_629,0.7503125788085163
Replicate_630,0.7475244208239019
Replicate_631,0.7500029749237
Replicate_632,0.750343172121793
Replicate_633,0.7496881098486483
Replicate_634,0.7524688695184887
Replicate_635,0.7500395047478378
Replicate_636,0.7475003054738045
Replicate_637,0.7500825728289783
Replicate_638,0.75251424504444
Replicate_639,0.7502051719091832
Replicate_640,0.7493701163865626
Replicate_641,0.7494461054913699
Replicate_642,0.7522677610628307
Replicate_643,0.7465844626538456
Replicate_644,0.7480444318987429
Replicate_645,0.7487571617774665
Replicate_646,0.7500363188795746
Replicate_647,0.7500048430077731
Replicate_648,0.7502984356693924
Replicate_649,0.7490588361956179
Replicate_650,0.7509984966181219
Replicate_651,0.7494538007676601
Replicate_652,0.752126998808235
Replicate_653,0.7506311794929207
Replicate_654,0.7506250004284084
Replicate_655,0.7495361231081188
Replicate_656,0.7501538178883493
Replicate_657,0.7500440968573093
Replicate_658,0.7498063857667148
Replicate_659,0.7499859518371522
Replicate_660,0.7491609491221607
Replicate_661,0.7512499614432454
Replicate_662,0.7500598267279566
Replicate_663,0.7524829001910984
Replicate_664,0.748709046319127
Replicate_665,0.7521862720139325
Replicate_666,0.7499951183982193
Replicate_667,0.7498437465913593
Replicate_668,0.7524805414862931
Replicate_669,0.7483020586892962
Replicate_670,0.7502949595078826
Replicate_671,0.7500006258301437
Replicate_672,0.7521928450465203
Replicate_673,0.7506252778694034
Replicate_674,0.7500352376699447
Replicate_675,0.7498504276387393
Replicate_676,0.7518780525028705
Replicate_677,0.7474979398958385
Replicate_678,0.7499460595659911
Replicate_679,0.7471920735575259
Replicate_680,0.7498529810458422
Replicate_681,0.7500012202002108
Replicate_682,0.7512599992007017
Replicate_683,0.7474881072156131
Replicate_684,0.7504780566133559
Replicate_685,0.7496887376718223
Replicate_686,0.7501855458505452
Replicate_687,0.7511781306378543
Replicate_688,0.7500577254779637
Replicate_689,0.749964138995856
Replicate_690,0.7524997134692967
Replicate_691,0.7486013598553837
Replicate_692,0.7465624578110873
Replicate_693,0.7492186221294105
Replicate_694,0.7512411218695343
Replicate_695,0.7468749989755452
Replicate_696,0.7524903107993305
Replicate_697,0.7535913377813995
Replicate_698,0.749365180786699
Replicate_699,0.750141104888171
Replicate_700,0.7495945792272687
Replicate_701,0.7501596392318607
Replicate_702,0.7498083491437137
Replicate_703,0.7524221215955913
Replicate_704,0.7498486300371587
Replicate_705,0.7525640874356031
Replicate_706,0.7501550984941423
Replicate_707,0.7501590778492391
Replicate_708,0.7497461642883718
Replicate_709,0.7505075952224434
Replicate_710,0.750144328456372
Replicate_711,0.7487643542699516
Replicate_712,0.7500000043027103
Replicate_713,0.7506268238089979
Replicate_714,0.7500041956827045
Replicate_715,0.7512696880102158
Replicate_716,0.7473052984289825
Replicate_717,0.7477948709018528
Replicate_718,0.7529687399975955
Replicate_719,0.7498492594249546
Replicate_720,0.7489854615367949
Replicate_721,0.750444868337363
Replicate_722,0.7490621860139072
Replicate_723,0.7489392264001071
Replicate_724,0.749950273707509
Replicate_725,0.7499973089806735
Replicate_726,0.74873051000759
Replicate_727,0.7501354783587157
Replicate_728,0.7537391660362482
Replicate_729,0.7506254000961781
Replicate_730,0.749999160002917
Replicate_731,0.7496899409592152
Replicate_732,0.7490591332130134
Replicate_733,0.7468679420091212
Replicate_734,0.750157773643732
Replicate_735,0.7487593494169414
Replicate_736,0.7500747399590909
Replicate_737,0.7477734377793968
Replicate_738,0.7530903763696551
Replicate_739,0.7496879377961159
Replicate_740,0.7501567835733295
Replicate_741,0.7501953411102295
Replicate_742,0.749399295579642
Replicate_743,0.7508503048680722
Replicate_744,0.7493701155669987
Replicate_745,0.7509130073897541
Replicate_746,0.7493762835301458
Replicate_747,0.7497237414494157
Replicate_748,0.7501647548191249
Replicate_749,0.7492284485325217
Replicate_750,0.7496994381956756
Replicate_751,0.7500503542087972
Replicate_752,0.747646632771939
Replicate_753,0.7499243949912489
Replicate_754,0.7470703175291419
Replicate_755,0.7500687403790652
Replicate_756,0.7490026314370334
Replicate_757,0.7500000739842654
Replicate_758,0.7494531626813113
Replicate_759,0.7496972650662065
Replicate_760,0.7521884126961231
Replicate_761,0.7499218767881394
Replicate_762,0.7493750078044832
Replicate_763,0.7514242609962821
Replicate_764,0.7499999828822911
Replicate_765,0.7518408193998039
Replicate_766,0.7512501515261829
Replicate_767,0.7506250726990402
Replicate_768,0.7475023074261844
Replicate_769,0.7524898428842426
Replicate_770,0.750002366155386
Replicate_771,0.749989626519382
Replicate_772,0.7482722465507686
Replicate_773,0.7483960740081966
Replicate_774,0.7493725627847015
Replicate_775,0.7501171929761767
Replicate_776,0.7506033994071185
Replicate_777,0.7502733750641346
Replicate_778,0.7501544447802008
Replicate_779,0.7478517140820622
Replicate_780,0.7487408378906548
Replicate_781,0.749999844264239
Replicate_782,0.7493652305938303
Replicate_783,0.7506567377410829
Replicate_784,0.7459377945959568
Replicate_785,0.750000543128699
Replicate_786,0.7491066618077457
Replicate_787,0.7494531242549419
Replicate_788,0.7534427684731781
Replicate_789,0.7525080783478916
Replicate_790,0.7499755842424929
Replicate_791,0.7495913548581302
Replicate_792,0.7500745334662497
Replicate_793,0.7503319735638797
Replicate_794,0.7504691998101771
Replicate_795,0.7504687116295099
Replicate_796,0.7475442497432232
Replicate_797,0.7498724861256778
Replicate_798,0.7530819541029632
Replicate_799,0.7501074208132923
Replicate_800,0.7501782579347491
Replicate_801,0.7487941272370517
Replicate_802,0.749701957385987
Replicate_803,0.7493753622286021
Replicate_804,0.7489257815293968
Replicate_805,0.7492285908572376
Replicate_806,0.7507826043106616
Replicate_807,0.7492969105765224
Replicate_808,0.7481102461926639
Replicate_809,0.7510005898959935
Replicate_810,0.7522656243853271
Replicate_811,0.7500634740479291
Replicate_812,0.7487383936159313
Replicate_813,0.7499022556655109
Replicate_814,0.7489100642688572
Replicate_815,0.7495138213410973
Replicate_816,0.7499352998100222
Replicate_817,0.7471875618956983
Replicate_818,0.7500030501000583
Replicate_819,0.750133418571204
Replicate_820,0.749767474643886
Replicate_821,0.7480027749575675
Replicate_822,0.7487835630588233
Replicate_823,0.7496894454024732
Replicate_824,0.7528102021478117
Replicate_825,0.7499902435578406
Replicate_826,0.7469108967483044
Replicate_827,0.7513310944847763
Replicate_828,0.7487890620343387
Replicate_829,0.7528271453641355
Replicate_830,0.7500030512921512
Replicate_831,0.7525195964984596
Replicate_832,0.7499975533410906
Replicate_833,0.7473941040039063
Replicate_834,0.7506458964571356
Replicate_835,0.7518090820126235
Replicate_836,0.7524078395031393
Replicate_837,0.750000075828284
Replicate_838,0.7512458081357181
Replicate_839,0.7499806691892446
Replicate_840,0.7507788939587772
Replicate_841,0.7512495274096728
Replicate_842,0.7475000141374767
Replicate_843,0.7506323166005313
Replicate_844,0.7501077332161367
Replicate_845,0.7474999042414129
Replicate_846,0.752817377652973
Replicate_847,0.7512491613440215
Replicate_848,0.750634908284992
Replicate_849,0.7474707024171948
Replicate_850,0.7497190944291652
Replicate_851,0.7518708048760891
Replicate_852,0.7474609495513141
Replicate_853,0.7512512286193669
Replicate_854,0.7489918504469096
Replicate_855,0.7537494177930057
Replicate_856,0.7474973292648792
Replicate_857,0.7500389762409031
Replicate_858,0.7510199154727161
Replicate_859,0.7537555884383619
Replicate_860,0.7514405055902899
Replicate_861,0.7524938476644456
Replicate_862,0.7531237759254873
Replicate_863,0.7499623866938054
Replicate_864,0.749847567062825
Replicate_865,0.7506116053275764
Replicate_866,0.7529772837273776
Replicate_867,0.7501222701184451
Replicate_868,0.7506114990264178
Replicate_869,0.7499806330166757
Replicate_870,0.7514410386793315
Replicate_871,0.7497664646431804
Replicate_872,0.7518921081535518
Replicate_873,0.7523437101952731
Replicate_874,0.7474807496927679
Replicate_875,0.7493762184306979
Replicate_876,0.7501500677876174
Replicate_877,0.7501733200065792
Replicate_878,0.7465234597586096
Replicate_879,0.7505767934396863
