Replicate_1,Replicate_2,Replicate_3,Replicate_4,Replicate_5,Replicate_6,Replicate_7,Replicate_8,Replicate_9,Replicate_10
1.7907430691031225,1.3825420194073368,1.0731635179041144,2.1757427856977944,1.6586666133082035,1.5792713370620917,1.4318094609494698,3.2482652585515686,1.2558320074695415,6.031528866498721
1.11878261776876,2.015088314483078,1.116767641212181,1.2110230567631266,5.637817543196847,1.0565517572299559,1.2873030991068681,2.669439395602141,1.0809143557743794,1.0818345263305478
1.0566293028815337,4.309600589722995,1.0921366227694969,1.1431511394818188,1.7590243977117443,1.174870314158769,1.0212344783038612,1.3920588894965378,1.276295614065714,17.399405846062884
1.4098214830812836,1.9710441590801935,1.0967497666859896,1.2313935729934415,1.7747129862643884,1.0577877380032692,1.0422846690617535,1.0060923140383833,2.287896905839153,3.310989063185894
2.6447551401152616,1.0816932737904341,1.0345709597947115,1.0119977042372739,1.9165172280946297,1.3280318600668108,1.381105065637708,1.0067218723199258,1.138861519303641,1.5095344789356842
1.5627837199536263,1.1601425172634958,1.4070729659930927,1.1452606939858851,1.0591070791237687,1.3770202864688486,1.0463231950040301,1.3977862420762082,1.02479831177823,1.1806550021820745
1.7155505464480378,1.6065750909696017,2.339027438073347,1.2926077679418333,1.2493295334888128,1.2414737704117471,5.873909090438621,1.0809514385493242,1.0469772383756686,1.2350390971671148
1.0216932764957178,1.0122056232264642,1.0018700202737767,1.27166083452339,1.0438571619417405,1.0451530952242576,1.369911956875357,1.8919651991003221,1.0912809454327181,1.62817527556445
1.1488144880793996,2.57119621446543,1.3466382031469966,1.7695153384121796,1.7895555474442728,1.3123819988984893,1.5066818679839895,1.3062220654768886,1.0277836598913832,1.7641465405419616
1.8533151664805165,1.0162328192984185,1.0284496343778264,1.713060491227914,3.756828966613098,3.8075524745258065,1.091185287969847,1.738760671033433,1.2398897811591596,3.4714808003684965
6.24126670984811,3.607083655731683,1.1428593199338881,1.060086492160969,1.498549092508455,1.2135428915586464,1.0286165351817846,1.156302439212624,1.161621568801505,3.587170346901974
1.544666853614185,1.8968829780931962,1.3797620352137787,1.2121953138529944,2.5763517304347574,1.2605792926399682,1.9788015710268003,2.998263207642319,1.1853179789673256,1.3730495960754472
1.2200152763715233,1.6004065244747072,1.426648765461753,1.0077520767238644,1.216233037278512,1.090763878795204,2.630883898574368,2.434251938799671,1.9241384681934217,1.0504259240869047
1.3750967106809011,1.4432303216150686,1.3831958673646845,1.6463887524085201,1.0599167074541156,1.0828048475381604,1.2815107121577414,1.3115625592771694,2.2861849124838365,1.1835069039490007
1.0927336324992736,1.5231871829257124,2.4454903687069747,1.1386637829244406,2.154488569416431,1.1983705810971386,4.966016200538529,1.7219522895220791,1.5383456669794195,3.254637026708665
1.0360585817855592,1.1871413422939443,1.4948744052309055,1.8094927016243982,1.0969716978917794,1.9740308212269064,1.0278633253010212,1.855278364720837,1.160826801030556,2.5236381132683885
1.0049282559149015,1.1238167708436613,1.1436062302016479,2.4142686383061975,1.0596926098379167,1.3237985077435945,1.1951583471170115,1.2998158974095635,1.1136730248837223,1.48146465401276
1.6637707132668753,1.1378784529376105,1.3076796836420566,2.3922774493067767,1.0039992205499815,1.0953350609819954,1.0879079943511991,2.5088899991090536,2.277130400810679,2.7731461841529454
1.240022388649293,1.2233133712090318,1.284323364418253,1.0923794993286942,1.0359665298579386,1.1046376579889081,1.482285549827343,2.4888869341254183,1.417078777294157,1.1048915363956449
1.4549677783746995,1.218394246302165,3.6585750557242918,1.5980849756628683,1.2408731331541072,1.0820237372457229,1.032158648792606,1.3215578327696187,1.410610864542133,1.0880579991932424
1.211847336462647,1.1547932561273517,1.0246759438752504,1.0982597216729393,1.309257076081149,2.048244600163281,1.3376467428149736,1.6645221326172568,1.168526246447939,1.1252576660584848
1.3458775801878369,1.101209493120621,1.232742741051206,1.6577810396379358,1.1884215320476204,1.9404643523615694,2.143750346421379,1.7657781686174596,1.7842772461089176,1.5157567701732217
1.0729542834044785,1.2210469408227265,1.1464596092184887,3.064172143123457,1.5148790885752126,2.4287585035217885,3.3631172014654704,1.3143443355639015,2.6425849962534995,1.017486106008124
1.1587528854802134,1.0815972983629838,1.2305919741278033,1.0279938296148587,1.1368691635439183,3.8035511879761184,1.730761926370732,2.844641851820024,1.4795501567922855,1.789426640718907
1.234020862450942,1.2835945801954514,2.465889499229143,1.0512506276886104,1.2353395578379545,1.0906955652763253,1.000974643316721,4.514831200724317,4.614052353474971,1.3080524809964726
1.448103040068714,2.106418788711319,1.6269917934741889,1.0409969743226934,2.8477293774940806,3.56243828589522,2.0676488037418816,1.2764004779005953,1.404344573166515,4.807213896650361
1.3984435590383504,1.0617677232845482,1.3533161732183685,1.0402537356422323,1.8955575108575524,2.281672620344615,2.4115095769679558,1.3504104051040198,1.0426903222305335,1.0643288633502244
1.151988408457645,1.0010351077776065,1.1448875645692624,1.0424753815505854,1.7318353375949087,1.1822268539181167,1.566738371163655,1.085208030627177,1.480740980991975,6.42628582273457
1.137816559993808,1.2614144543681662,2.822594965345634,1.9189795645738656,1.2390684796610765,1.4240014906896372,1.6385472308673117,1.0487121599668723,3.4986736958837312,1.2178353565249596
1.157346100473662,1.0417396590148056,1.0065129322460447,1.0656154350750369,1.7005121340154141,1.6317730169993157,1.2803323153763297,1.2297352407776156,1.1355375594576171,1.46316049006331
1.4529580312951318,1.837047315998042,1.1006303621485853,1.0888197812861948,1.3385499237445744,1.4073078346757932,1.2504610260440974,1.1220176586834494,1.2946251534164959,1.2757982965493382
1.0785950720136805,1.2398521682416868,1.115548895322646,2.406377515382454,1.507263824977554,1.056964995562092,2.522737193325751,1.3338097850414894,1.0279929429282795,1.260474799819223
1.045164287517191,1.0155336597461282,1.1467418125180087,1.206418705263848,1.1032132563770372,2.1309242504867005,2.014742833253622,1.5448469613397693,1.8334182671279058,1.0012709747995387
1.381487273806441,3.862575965935207,1.5292773899361503,1.323265497527998,2.8274080268321606,1.8176279870428305,1.370174224857854,1.0377322845089074,1.1048537789730701,1.4641419582921014
2.4678225330462356,1.0575441353068546,1.0509802546357858,1.229066417450136,1.69379508771314,2.0182616172620165,1.050768936346064,1.026500014921206,2.661095012727397,1.0912441638980432
1.099860049164511,1.809317834908619,1.638876759620334,1.8374631840397158,1.3748100319448098,1.0855968090023242,1.1035309676872878,1.068522825063301,1.952208144089609,1.2391870585010871
1.805741782158006,1.9975598115238036,1.4937059505526487,1.3500513924324644,1.2236500925187312,1.9552461666629417,1.621853902022833,2.3426333221318982,1.167720063899483,1.5643971813819764
1.6225349534168156,1.100393011139604,1.0836474532277511,1.142867233062302,2.9446289047435776,1.0038120402724884,1.3547390973067412,1.0745374137739971,1.5343123958426044,1.5373313658324643
1.3174294489197849,1.0488873100946634,1.105726597204132,1.3324796659693685,1.28039728115635,1.1000488228690366,1.1617487001219367,1.920370445180393,1.0113180365152485,1.0960171445973477
1.3634703041708156,1.2379274815105137,1.5370164476960477,1.0239212644442441,1.0535401876573813,1.6868872008056246,1.5081997462800072,1.3534048344963956,1.5836032512123022,1.2166528474226281
1.9535545810952069,2.5429900457354613,1.6940486350165538,1.3203177660818093,2.0916302274535914,1.0885205504721311,1.1440034913194017,1.4211269144965188,1.288762672870956,1.0050218775023545
1.722386256846171,1.2119068918322808,1.4459910821283737,1.447187219509078,1.4631121131758125,1.9680427800740794,1.141490762116927,1.0753700416106544,1.2799780378452408,1.8974874014128733
1.1067561994624042,1.1546713616346544,2.1018660593575453,1.6132275986603428,1.006145818909409,1.0123078605483469,1.0914496674995104,1.5547694404400425,1.0294880976898928,1.1199624488549889
1.4745874685881755,1.339666567775534,1.1519755117181765,1.5502756905066664,2.9137799342581556,3.828270545624049,1.0256063265642115,1.498250414314944,2.1468861396753764,1.6253111419755468
1.3466508458249433,1.0351793913741776,1.3908315232161328,1.7046791218208712,1.5366287369973182,1.2153481046082901,1.182937792995253,1.277420190226562,1.713786882356803,1.339431513386373
1.8064107687919648,1.448235000478099,1.3162456598214323,1.3540316409938853,1.0397960328836566,1.370112599849984,1.1214945731118375,3.038110250484372,4.571484016563354,1.9975765523138314
1.9483093668334017,1.0651708608260224,1.9498669562382138,1.2499417655914717,1.0098988927717703,1.2368330862058907,3.3784579614265624,1.4639750617512608,1.9215517799466648,1.3807115542867567
1.059300049974009,1.1101349055349738,1.0067955270176894,1.2827215939038017,1.314444819224345,1.5104289778305904,1.3388985489839014,1.0469181710827802,1.2543993547879213,1.9717462863884467
1.014699793714517,1.1006387509010451,2.5660872029901998,2.2452892034655973,1.4093873571074964,1.069454869145532,2.6174751724183434,1.1456273153701964,1.0866791872953527,1.2034293938663354
1.0992019813133342,1.132708544307917,1.3008130955090444,3.6010878135366506,1.8395548762670293,1.800911275355235,1.748480875646407,1.0239031450024365,1.5983504611255157,1.7226619305213235
1.0878395309950866,1.2186943682640126,1.7270073047830552,1.112508003839595,1.0382082125163241,2.6728110801453946,1.5589355157875933,1.6317371201752866,3.702432834860268,1.9316644363702729
2.5444097080532484,1.0050405090261352,1.400512412752463,1.1677274623616545,1.16291213707692,1.3425243612419695,1.256993593577429,1.0654508689672446,1.1817626550755589,1.7401824433849924
1.2235355890514892,1.1664197172355746,16.357572859683664,1.37718797332191,1.0715157265553905,1.276323762502635,1.1190449031912173,1.1253806447854604,1.1980061036930516,1.046058029712374
2.1979912996148308,1.3364279181925496,1.0961173286340296,1.1075937335305026,4.266093065585478,1.1510610349614958,1.1225977246107202,1.3592980847688378,1.5612177826987166,1.195869711179843
1.0620023681370618,5.338356704689769,1.0830102108847237,2.1007350885584244,1.4781506105015767,1.555408357565124,4.926973618942831,2.346700723752511,1.5256858480122792,1.082813112827523
1.807688014812253,1.2828916302150275,1.160249878425411,1.0420567441146336,2.7373184447398766,3.1066721353770723,1.0012766039784846,1.0339077494420805,2.3368423505959353,1.3987408726261528
1.0413393187205184,4.45673515417532,2.0284080473877095,1.4087885431322429,3.480952835800421,1.0739554966213427,1.5230384420528433,1.1111786465268871,1.6222236390314944,1.0145849438675936
1.5077255495876367,1.1120635494664732,1.33991923225498,1.8095458803279345,1.0109700464023703,1.2691475032190653,1.1527821370848317,2.11540395551421,2.3282315829635323,2.1623127414189214
1.0763257310773509,1.708566723428048,2.982023627886231,1.6429931821571793,1.1746156057311798,1.1107473119515923,1.6893411931069193,1.0163496694933298,1.3445675401000567,1.6363557007437324
1.4193375175783982,1.0362595019517096,1.4483223686188296,1.9807630329536274,1.156374848405651,1.110361953417479,1.241591256300451,1.3065265612991652,1.1886107565260984,1.0686799741995208
1.799269279534429,6.248887517856501,1.005555519481014,1.804857572517503,1.0039715378160916,1.497094711488946,1.2151503783251576,1.5683160076993237,1.1488760107415623,1.1178388698198871
1.0758802736010833,2.5516279095338845,1.1103720057792776,1.0027306805172178,1.2427147051412013,1.1412538666569478,1.1199422412873556,1.5588995820177303,1.008688148626167,1.036705223693446
1.3276850172512225,1.0913624589230018,1.105030378010843,2.6515878132980424,1.2343944616044806,1.0415379012905799,1.3968667273226345,1.0133926756324871,2.585945757574237,1.4522080546521179
1.8026743551815703,1.285931738214119,1.7921885639315578,1.0391947745024843,1.6505546840546026,1.2565761008471348,1.4721066874305868,1.4136895665060667,1.364384709425146,1.924446217815814
1.5785037393907864,1.022212137143634,1.420572165896154,5.328312938982043,1.4004867954705733,1.5630102502882142,4.625718474040524,4.129659331725225,2.304961444369375,1.3465704202153033
1.3704968946480178,1.8121529798383278,1.0302582912873832,1.085553077199153,1.4230083604994253,1.1013443856930645,2.063436728573458,1.712944536418914,1.7162498858371988,2.0642630582020356
1.0738680187765883,1.3658035917967442,1.198866324401695,1.0971609477440472,1.216368182785913,1.0570734299319322,1.3815629692079976,4.566715825346523,1.9772837796971072,1.1215635578248584
1.4851442833162538,1.2694396660134861,1.2777684921430303,1.1165073338947364,1.8917262609112282,1.075306845564367,1.0178957643200226,3.656616256350575,1.6156922831844145,1.4658787465307332
2.6366875962200087,1.8904409395557236,3.8542510461036805,1.2195554577781424,1.222069507258495,1.0900870774973035,1.2468852810893618,1.2129167875233642,2.4499849933670266,1.8762887781380528
1.6963607721492209,6.027973278999015,1.1152092408956291,1.0379548472354345,3.066368907473091,1.028016138145909,1.0111496382342546,2.52242994755418,6.290578387370029,1.0951840521114675
1.3300229206427772,1.063164494719854,1.0744915481550619,3.0512158177223943,1.4174475268572526,1.194867322813982,1.7667076263883115,1.250393898321821,1.238245857768353,1.2959973669492653
1.0277873530668846,1.2851123465287064,1.3761554459623027,1.1414351514705172,1.279541360760762,1.5694936187602018,1.1566125037547113,1.188096696057271,1.0111992275107213,1.562273460450684
1.0503588695493637,1.5740392997233075,1.0608010068044902,1.0765112419547482,1.5335077588619308,1.0631582837379008,1.6095056215674102,1.2751818250526517,1.4640103876442543,1.1369192998123827
3.237510286503354,7.047979194638158,1.0308584165939163,10.08610126868185,1.0155191268588084,1.0043125266687944,4.289901842531165,2.3843427403336612,1.3342934554563946,4.560860409521033
1.248789566808386,2.4419451005089545,1.7935121582852853,2.676854249678085,1.4862449011167347,1.153639300184327,1.1167194370504943,1.1349931071457222,1.1273354207042663,1.5672735309820052
1.1163927235902227,1.1109892261690353,1.3578820624024512,1.087966009695576,1.0057682911829646,1.644623036015198,1.2505346164393838,3.474247394445091,1.1025047840094602,1.4550441034876467
1.6076302741238078,1.057163258449465,1.4502060041908726,1.9171493673503248,1.0833253707768424,1.4791280103247444,1.2776279650800237,1.210076193336102,1.3933227185917176,1.2012423865521669
1.6107706955044327,1.7661433507054456,1.785844894603499,1.0090226271553984,1.3497909386104643,1.703360676126887,2.975421751641347,1.8954852912986113,1.3149314898081705,2.071518296810219
1.1180011422589335,1.697951443980247,1.2314206927912281,2.4425111474863055,1.4192791931993611,1.890453344332359,1.1616972211191507,5.75753568260864,1.1467847248097676,1.213364869647275
1.6971850187770103,1.0927095548819215,1.3090569613397676,1.1060490793276143,1.00034705608724,1.201065413178361,1.2900326630395709,2.851182635006246,1.2837165294963429,1.3874133710679057
